state,sex,reference,age,cause_group,ppd_state,ppd_ref,ppd_gap,contribution,method
Alabama,Male,western_europe,30,Maternal conditions,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,30,Mental and substance use disorders,0.346247403625507,0.188074905076724,0.158172498548784,0.00368799120685648,horiuchi
Alabama,Male,western_europe,30,NCDs strongly linked to infections,0.346247403625507,0.188074905076724,0.158172498548784,0.000113619156823841,horiuchi
Alabama,Male,western_europe,30,NCDs strongly linked to tobacco use,0.346247403625507,0.188074905076724,0.158172498548784,2.92677710276301e-05,horiuchi
Alabama,Male,western_europe,30,Neonatal conditions,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,30,Neurological conditions,0.346247403625507,0.188074905076724,0.158172498548784,1.83527821598917e-05,horiuchi
Alabama,Male,western_europe,30,Other,0.346247403625507,0.188074905076724,0.158172498548784,-0.000554116228420054,horiuchi
Alabama,Male,western_europe,30,Respiratory disease / tobacco-related sensitivity,0.346247403625507,0.188074905076724,0.158172498548784,3.22516633380898e-05,horiuchi
Alabama,Male,western_europe,30,Road injury,0.346247403625507,0.188074905076724,0.158172498548784,0.00120912781343174,horiuchi
Alabama,Male,western_europe,30,Suicide,0.346247403625507,0.188074905076724,0.158172498548784,0.000874661998737536,horiuchi
Alabama,Male,western_europe,30,Tuberculosis,0.346247403625507,0.188074905076724,0.158172498548784,1.57235971276481e-06,horiuchi
Alabama,Male,western_europe,30,Violence,0.346247403625507,0.188074905076724,0.158172498548784,0.00131269468328665,horiuchi
Alabama,Male,western_europe,35,Atherosclerotic CVDs,0.346247403625507,0.188074905076724,0.158172498548784,0.00064609223056844,horiuchi
Alabama,Male,western_europe,35,Childhood-cluster diseases,0.346247403625507,0.188074905076724,0.158172498548784,1.10189656843396e-07,horiuchi
Alabama,Male,western_europe,35,Diabetes,0.346247403625507,0.188074905076724,0.158172498548784,0.000273334448614104,horiuchi
Alabama,Male,western_europe,35,Diarrheal diseases,0.346247403625507,0.188074905076724,0.158172498548784,3.2599166577274e-06,horiuchi
Alabama,Male,western_europe,35,Haemorrhagic stroke,0.346247403625507,0.188074905076724,0.158172498548784,0.000143849369472426,horiuchi
Alabama,Male,western_europe,35,HIV/AIDS,0.346247403625507,0.188074905076724,0.158172498548784,0.000124746268342357,horiuchi
Alabama,Male,western_europe,35,Lower respiratory infections,0.346247403625507,0.188074905076724,0.158172498548784,0.000104958231933128,horiuchi
Alabama,Male,western_europe,35,Malaria,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,35,Maternal conditions,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,35,Mental and substance use disorders,0.346247403625507,0.188074905076724,0.158172498548784,0.00414109620255942,horiuchi
Alabama,Male,western_europe,35,NCDs strongly linked to infections,0.346247403625507,0.188074905076724,0.158172498548784,0.000233173115865015,horiuchi
Alabama,Male,western_europe,35,NCDs strongly linked to tobacco use,0.346247403625507,0.188074905076724,0.158172498548784,4.67115471812774e-05,horiuchi
Alabama,Male,western_europe,35,Neonatal conditions,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,35,Neurological conditions,0.346247403625507,0.188074905076724,0.158172498548784,1.87583658356472e-05,horiuchi
Alabama,Male,western_europe,35,Other,0.346247403625507,0.188074905076724,0.158172498548784,-0.000133734532113405,horiuchi
Alabama,Male,western_europe,35,Respiratory disease / tobacco-related sensitivity,0.346247403625507,0.188074905076724,0.158172498548784,3.712978029069e-05,horiuchi
Alabama,Male,western_europe,35,Road injury,0.346247403625507,0.188074905076724,0.158172498548784,0.00124843733321189,horiuchi
