state,sex,reference,method,cause_group,contribution,ppd_gap,contribution_pct,rnk
Hawaii,Female,western_europe,horiuchi,Mental and substance use disorders,0.00753131374091276,0.0223341634066556,33.7210470067055,1
Hawaii,Female,western_europe,horiuchi,Diabetes,0.00399461925834344,0.0223341634066556,17.8856901223935,2
Hawaii,Female,western_europe,horiuchi,Atherosclerotic CVDs,0.00381524895702268,0.0223341634066556,17.082569369425,3
Hawaii,Female,western_europe,horiuchi,NCDs strongly linked to tobacco use,-0.00187063245506569,0.0223341634066556,-8.37565491487467,4
Hawaii,Female,western_europe,horiuchi,Suicide,0.00176542264281576,0.0223341634066556,7.90458371182895,5
Hawaii,Female,western_europe,stepwise,Mental and substance use disorders,0.00753125774535696,0.0223341634066556,33.7207962896548,1
Hawaii,Female,western_europe,stepwise,Diabetes,0.00399467087353095,0.0223341634066556,17.8859212265839,2
Hawaii,Female,western_europe,stepwise,Atherosclerotic CVDs,0.0038152561680429,0.0223341634066556,17.0826016563752,3
Hawaii,Female,western_europe,stepwise,NCDs strongly linked to tobacco use,-0.00187069345916069,0.0223341634066556,-8.37592805738682,4
Hawaii,Female,western_europe,stepwise,Suicide,0.00176541813066311,0.0223341634066556,7.90456350891125,5
Hawaii,Male,local_best3,horiuchi,Other,0.00868117648564237,0.014066522651265,61.7151566230315,1
Hawaii,Male,local_best3,horiuchi,Atherosclerotic CVDs,0.00479389044942935,0.014066522651265,34.0801388394185,2
Hawaii,Male,local_best3,horiuchi,Haemorrhagic stroke,0.00147580129806602,0.014066522651265,10.4915858357737,3
Hawaii,Male,local_best3,horiuchi,NCDs strongly linked to infections,0.00129129730693911,0.014066522651265,9.17993265963985,4
Hawaii,Male,local_best3,horiuchi,Mental and substance use disorders,-0.000975837128935453,0.014066522651265,-6.93730179894673,5
Hawaii,Male,local_best3,stepwise,Other,0.00868124387321356,0.014066522651265,61.7156356864992,1
Hawaii,Male,local_best3,stepwise,Atherosclerotic CVDs,0.00479392383508409,0.014066522651265,34.0803761806262,2
Hawaii,Male,local_best3,stepwise,Haemorrhagic stroke,0.00147580949087789,0.014066522651265,10.4916440791084,3
Hawaii,Male,local_best3,stepwise,NCDs strongly linked to infections,0.00129130480302958,0.014066522651265,9.17998594992813,4
Hawaii,Male,local_best3,stepwise,Mental and substance use disorders,-0.000975895899059442,0.014066522651265,-6.93771960031418,5
Hawaii,Male,western_europe,horiuchi,Mental and substance use disorders,0.0218710861756464,0.0431156716835922,50.7265347415879,1
Hawaii,Male,western_europe,horiuchi,NCDs strongly linked to tobacco use,-0.00892700123183066,0.0431156716835922,-20.7047713354489,2
Hawaii,Male,western_europe,horiuchi,Atherosclerotic CVDs,0.00885923174264225,0.0431156716835922,20.5475906942989,3
Hawaii,Male,western_europe,horiuchi,Diabetes,0.00586162915373822,0.0431156716835922,13.5951242897345,4
Hawaii,Male,western_europe,horiuchi,Suicide,0.00438110795003543,0.0431156716835922,10.1612888746963,5
Hawaii,Male,western_europe,stepwise,Mental and substance use disorders,0.0218711238712026,0.0431156716835922,50.726622170485,1
Hawaii,Male,western_europe,stepwise,NCDs strongly linked to tobacco use,-0.00892895588696663,0.0431156716835922,-20.7093048497365,2
Hawaii,Male,western_europe,stepwise,Atherosclerotic CVDs,0.00885984138114099,0.0431156716835922,20.5490046546408,3
Hawaii,Male,western_europe,stepwise,Diabetes,0.00586226190570244,0.0431156716835922,13.5965918581139,4
Hawaii,Male,western_europe,stepwise,Suicide,0.00438115504297276,0.0431156716835922,10.1613980993366,5
Idaho,Female,local_best3,horiuchi,Other,0.00641446992931494,0.0167485115829478,38.2987461157189,1
Idaho,Female,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.00407977187395603,0.0167485115829478,24.3590115679878,2
Idaho,Female,local_best3,horiuchi,Road injury,0.00188407739189733,0.0167485115829478,11.2492228492446,3
Idaho,Female,local_best3,horiuchi,Suicide,0.00178125454515266,0.0167485115829478,10.6353005539084,4
Idaho,Female,local_best3,horiuchi,Neurological conditions,0.00133071035820631,0.0167485115829478,7.94524547220753,5
Idaho,Female,local_best3,stepwise,Other,0.00641448942588119,0.0167485115829478,38.2988625234734,1
Idaho,Female,local_best3,stepwise,NCDs strongly linked to tobacco use,0.00407974989832405,0.0167485115829478,24.3588803585256,2
Idaho,Female,local_best3,stepwise,Road injury,0.0018840909576967,0.0167485115829478,11.249303846289,3
Idaho,Female,local_best3,stepwise,Suicide,0.00178125693379072,0.0167485115829478,10.6353148157015,4
Idaho,Female,local_best3,stepwise,Neurological conditions,0.00133070781936862,0.0167485115829478,7.94523031362055,5
Idaho,Female,western_europe,horiuchi,Mental and substance use disorders,0.0141371207621862,0.0421253104310711,33.5596832819037,1
Idaho,Female,western_europe,horiuchi,Atherosclerotic CVDs,0.00464382305270272,0.0421253104310711,11.0238310535452,2
Idaho,Female,western_europe,horiuchi,Diabetes,0.00392567273249278,0.0421253104310711,9.31903573486131,3
Idaho,Female,western_europe,horiuchi,Road injury,0.00365457624588417,0.0421253104310711,8.67548798688162,4
Idaho,Female,western_europe,horiuchi,NCDs strongly linked to tobacco use,0.00361072345914992,0.0421253104310711,8.57138718314748,5
Idaho,Female,western_europe,stepwise,Mental and substance use disorders,0.0141368253654912,0.0421253104310711,33.5589820486262,1
Idaho,Female,western_europe,stepwise,Atherosclerotic CVDs,0.00464366190590737,0.0421253104310711,11.0234485120429,2
Idaho,Female,western_europe,stepwise,Diabetes,0.00392560779560502,0.0421253104310711,9.31888158314803,3
Idaho,Female,western_europe,stepwise,Road injury,0.00365469356130305,0.0421253104310711,8.67576647840531,4
Idaho,Female,western_europe,stepwise,NCDs strongly linked to tobacco use,0.00361078290250194,0.0421253104310711,8.57152829392248,5
Idaho,Male,local_best3,horiuchi,Other,0.00711928906270043,0.00879224878045026,80.9723341601788,1
Idaho,Male,local_best3,horiuchi,Mental and substance use disorders,-0.00614393595736107,0.00879224878045026,-69.8790049142175,2
Idaho,Male,local_best3,horiuchi,Suicide,0.00375136809080701,0.00879224878045026,42.6667646068915,3
Idaho,Male,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.00326235775904904,0.00879224878045026,37.1049300413673,4
Idaho,Male,local_best3,horiuchi,Road injury,0.00241900126430206,0.00879224878045026,27.5128846408527,5
Idaho,Male,local_best3,stepwise,Other,0.00711928705542486,0.00879224878045026,80.97231133012,1
Idaho,Male,local_best3,stepwise,Mental and substance use disorders,-0.00614392248443169,0.00879224878045026,-69.8788516777735,2
Idaho,Male,local_best3,stepwise,Suicide,0.00375136511417595,0.00879224878045026,42.6667307517183,3
Idaho,Male,local_best3,stepwise,NCDs strongly linked to tobacco use,0.0032623556280954,0.00879224878045026,37.1049058046369,4
Idaho,Male,local_best3,stepwise,Road injury,0.00241899878845486,0.00879224878045026,27.5128564814221,5
Idaho,Male,western_europe,horiuchi,Mental and substance use disorders,0.0166850583942695,0.0378413978127775,44.0920773508943,1
Idaho,Male,western_europe,horiuchi,Suicide,0.00901095615534697,0.0378413978127775,23.8124294454692,2
Idaho,Male,western_europe,horiuchi,Road injury,0.0065850648968131,0.0378413978127775,17.4017485543031,3
Idaho,Male,western_europe,horiuchi,Atherosclerotic CVDs,0.00625849959908287,0.0378413978127775,16.5387643185042,4
Idaho,Male,western_europe,horiuchi,NCDs strongly linked to tobacco use,-0.00604072339071293,0.0378413978127775,-15.9632670563592,5
Idaho,Male,western_europe,stepwise,Mental and substance use disorders,0.0166849085103974,0.0378413978127775,44.091681266498,1
Idaho,Male,western_europe,stepwise,Suicide,0.00901099183082171,0.0378413978127775,23.8125237217825,2
Idaho,Male,western_europe,stepwise,Road injury,0.00658514225062123,0.0378413978127775,17.401952970135,3
Idaho,Male,western_europe,stepwise,Atherosclerotic CVDs,0.00625898288716115,0.0378413978127775,16.540041459694,4
Idaho,Male,western_europe,stepwise,NCDs strongly linked to tobacco use,-0.00604152009258663,0.0378413978127775,-15.9653724275128,5
Illinois,Female,local_best3,horiuchi,Other,0.0119171970171966,0.0308454325083335,38.6352080295096,1
Illinois,Female,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.00604133766031023,0.0308454325083335,19.5858419514074,2
Illinois,Female,local_best3,horiuchi,Atherosclerotic CVDs,0.0055357199946191,0.0308454325083335,17.9466441040291,3
Illinois,Female,local_best3,horiuchi,Mental and substance use disorders,0.00203425660586454,0.0308454325083335,6.5950010761397,4
Illinois,Female,local_best3,horiuchi,Diabetes,0.00119861458222748,0.0308454325083335,3.88587380612558,5
Illinois,Female,local_best3,stepwise,Other,0.0119172997475053,0.0308454325083335,38.6355410781988,1
Illinois,Female,local_best3,stepwise,NCDs strongly linked to tobacco use,0.00604120737285996,0.0308454325083335,19.5854195632621,2
Illinois,Female,local_best3,stepwise,Atherosclerotic CVDs,0.00553559754565802,0.0308454325083335,17.946247128039,3
Illinois,Female,local_best3,stepwise,Mental and substance use disorders,0.00203431196721976,0.0308454325083335,6.59518055605202,4
Illinois,Female,local_best3,stepwise,Diabetes,0.00119859691828228,0.0308454325083335,3.88581654012618,5
Illinois,Female,western_europe,horiuchi,Mental and substance use disorders,0.0150132748759506,0.0562222313564569,26.7034489982518,1
Illinois,Female,western_europe,horiuchi,Atherosclerotic CVDs,0.00996739314268713,0.0562222313564569,17.7285619979977,2
Illinois,Female,western_europe,horiuchi,Other,0.00821141949630688,0.0562222313564569,14.6052892213497,3
Illinois,Female,western_europe,horiuchi,NCDs strongly linked to tobacco use,0.00560546652527894,0.0562222313564569,9.9701957571543,4
Illinois,Female,western_europe,horiuchi,Diabetes,0.00473530111332232,0.0562222313564569,8.42247096757837,5
Illinois,Female,western_europe,stepwise,Mental and substance use disorders,0.0150131849601304,0.0562222313564569,26.7032890689533,1
Illinois,Female,western_europe,stepwise,Atherosclerotic CVDs,0.00996660108447667,0.0562222313564569,17.727153199038,2
Illinois,Female,western_europe,stepwise,Other,0.00821186928610029,0.0562222313564569,14.6060892425914,3
Illinois,Female,western_europe,stepwise,NCDs strongly linked to tobacco use,0.00560543516488704,0.0562222313564569,9.97013997781018,4
Illinois,Female,western_europe,stepwise,Diabetes,0.00473506763502152,0.0562222313564569,8.42205569003571,5
Illinois,Male,local_best3,horiuchi,Mental and substance use disorders,0.0108074584114479,0.0442945133754984,24.3990905145062,1
Illinois,Male,local_best3,horiuchi,Atherosclerotic CVDs,0.0104243130579738,0.0442945133754984,23.5340954524178,2
Illinois,Male,local_best3,horiuchi,Other,0.00968634408919122,0.0442945133754984,21.8680449361235,3
Illinois,Male,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.00801890706762554,0.0442945133754984,18.1036125166265,4
Illinois,Male,local_best3,horiuchi,Violence,0.00517455813889678,0.0442945133754984,11.6821650009572,5
Illinois,Male,local_best3,stepwise,Mental and substance use disorders,0.0108074093344545,0.0442945133754984,24.398979717503,1
Illinois,Male,local_best3,stepwise,Atherosclerotic CVDs,0.0104236942688838,0.0442945133754984,23.5326984642972,2
Illinois,Male,local_best3,stepwise,Other,0.00968670946553557,0.0442945133754984,21.8688698155871,3
Illinois,Male,local_best3,stepwise,NCDs strongly linked to tobacco use,0.00801870406948069,0.0442945133754984,18.1031542247764,4
Illinois,Male,local_best3,stepwise,Violence,0.00517514852783763,0.0442945133754984,11.6834978724482,5
Illinois,Male,western_europe,horiuchi,Mental and substance use disorders,0.0334258332655216,0.0733436624078256,45.5742625445374,1
Illinois,Male,western_europe,horiuchi,Atherosclerotic CVDs,0.0145174825636979,0.0733436624078256,19.7937791584142,2
Illinois,Male,western_europe,horiuchi,Violence,0.00762176477247512,0.0733436624078256,10.3918518959341,3
Illinois,Male,western_europe,horiuchi,Diabetes,0.00633423530490951,0.0733436624078256,8.63637715510871,4
Illinois,Male,western_europe,horiuchi,Road injury,0.00416199060341882,0.0733436624078256,5.67464245278095,5
Illinois,Male,western_europe,stepwise,Mental and substance use disorders,0.0334222039377884,0.0733436624078256,45.56931415825,1
Illinois,Male,western_europe,stepwise,Atherosclerotic CVDs,0.0145167230701345,0.0733436624078256,19.7927436312283,2
Illinois,Male,western_europe,stepwise,Violence,0.00762256233322511,0.0733436624078256,10.3929393256094,3
Illinois,Male,western_europe,stepwise,Diabetes,0.00633423914864545,0.0733436624078256,8.63638239582865,4
Illinois,Male,western_europe,stepwise,Road injury,0.00416213394390136,0.0733436624078256,5.67483788954786,5
Indiana,Female,local_best3,horiuchi,Other,0.020558004154186,0.0664952596594518,30.9164957915369,1
Indiana,Female,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.0154876793048625,0.0664952596594518,23.2914036040779,2
Indiana,Female,local_best3,horiuchi,Mental and substance use disorders,0.00977409209428892,0.0664952596594518,14.6989306370798,3
Indiana,Female,local_best3,horiuchi,Atherosclerotic CVDs,0.00835057009767115,0.0664952596594518,12.5581434532893,4
Indiana,Female,local_best3,horiuchi,Diabetes,0.00340731192579447,0.0664952596594518,5.12414259790042,5
Indiana,Female,local_best3,stepwise,Other,0.0205590408311382,0.0664952596594518,30.9180548153794,1
Indiana,Female,local_best3,stepwise,NCDs strongly linked to tobacco use,0.0154863215112416,0.0664952596594518,23.2893616636029,2
Indiana,Female,local_best3,stepwise,Mental and substance use disorders,0.00977494557953051,0.0664952596594518,14.7002141650274,3
Indiana,Female,local_best3,stepwise,Atherosclerotic CVDs,0.00834959853808209,0.0664952596594518,12.5566823572743,4
Indiana,Female,local_best3,stepwise,Diabetes,0.00340699709120901,0.0664952596594518,5.12366912868311,5
Indiana,Female,western_europe,horiuchi,Mental and substance use disorders,0.0225926387923662,0.0918720585075752,24.5914145817287,1
Indiana,Female,western_europe,horiuchi,Other,0.0170632401895759,0.0918720585075752,18.5728288521684,2
Indiana,Female,western_europe,horiuchi,NCDs strongly linked to tobacco use,0.0152026409285166,0.0918720585075752,16.5476219597965,3
Indiana,Female,western_europe,horiuchi,Atherosclerotic CVDs,0.0127321529567331,0.0918720585075752,13.858569366532,4
Indiana,Female,western_europe,horiuchi,Diabetes,0.00690212774359267,0.0918720585075752,7.51276052340066,5
Indiana,Female,western_europe,stepwise,Mental and substance use disorders,0.0225930990470999,0.0918720585075752,24.5919155553014,1
Indiana,Female,western_europe,stepwise,Other,0.0170656406729046,0.0918720585075752,18.5754417067922,2
Indiana,Female,western_europe,stepwise,NCDs strongly linked to tobacco use,0.0152014919528044,0.0918720585075752,16.546371333947,3
Indiana,Female,western_europe,stepwise,Atherosclerotic CVDs,0.0127293897286898,0.0918720585075752,13.8555616750877,4
Indiana,Female,western_europe,stepwise,Diabetes,0.00690103130046993,0.0918720585075752,7.51156707771048,5
Indiana,Male,local_best3,horiuchi,Other,0.0206918401349148,0.0871917014295253,23.7314329181194,1
Indiana,Male,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.0181266619827798,0.0871917014295253,20.789434872344,2
Indiana,Male,local_best3,horiuchi,Mental and substance use disorders,0.0175313039982815,0.0871917014295253,20.1066199086063,3
Indiana,Male,local_best3,horiuchi,Atherosclerotic CVDs,0.0164423176377523,0.0871917014295253,18.8576634796399,4
Indiana,Male,local_best3,horiuchi,Violence,0.00340190384616235,0.0871917014295253,3.90163718609393,5
Indiana,Male,local_best3,stepwise,Other,0.0206942363135974,0.0871917014295253,23.7341810909884,1
Indiana,Male,local_best3,stepwise,NCDs strongly linked to tobacco use,0.0181245115598457,0.0871917014295253,20.7869685562855,2
Indiana,Male,local_best3,stepwise,Mental and substance use disorders,0.0175338361231032,0.0871917014295253,20.109523997849,3
Indiana,Male,local_best3,stepwise,Atherosclerotic CVDs,0.0164378315435531,0.0871917014295253,18.852518386557,4
Indiana,Male,local_best3,stepwise,Violence,0.0034032146971304,0.0871917014295253,3.9031405986281,5
Indiana,Male,western_europe,horiuchi,Mental and substance use disorders,0.0396320812334237,0.116240850461853,34.0947963439324,1
Indiana,Male,western_europe,horiuchi,Atherosclerotic CVDs,0.0205384647042015,0.116240850461853,17.668887161955,2
Indiana,Male,western_europe,horiuchi,Other,0.0116028874473487,0.116240850461853,9.98176407110555,3
Indiana,Male,western_europe,horiuchi,NCDs strongly linked to tobacco use,0.00957960736190289,0.116240850461853,8.24117108902837,4
Indiana,Male,western_europe,horiuchi,Diabetes,0.00892301178118948,0.116240850461853,7.67631322872832,5
Indiana,Male,western_europe,stepwise,Mental and substance use disorders,0.0396260193189709,0.116240850461853,34.0895813834184,1
Indiana,Male,western_europe,stepwise,Atherosclerotic CVDs,0.0205308571061866,0.116240850461853,17.6623424765155,2
Indiana,Male,western_europe,stepwise,Other,0.0116102589650143,0.116240850461853,9.98810566068986,3
Indiana,Male,western_europe,stepwise,NCDs strongly linked to tobacco use,0.00958166934220478,0.116240850461853,8.24294497513958,4
Indiana,Male,western_europe,stepwise,Diabetes,0.00892131792485401,0.116240850461853,7.67485603332004,5
Iowa,Female,local_best3,horiuchi,Other,0.0136196403131515,0.0277869182986416,49.0145764520328,1
Iowa,Female,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.00914615209756564,0.0277869182986416,32.915316478304,2
Iowa,Female,local_best3,horiuchi,Atherosclerotic CVDs,0.00638431546790208,0.0277869182986416,22.9759752387302,3
Iowa,Female,local_best3,horiuchi,Mental and substance use disorders,-0.00396775116089532,0.0277869182986416,-14.2792054817007,4
Iowa,Female,local_best3,horiuchi,Road injury,0.00140624729461902,0.0277869182986416,5.0608249518903,5
Iowa,Female,local_best3,stepwise,Other,0.0136199498922523,0.0277869182986416,49.0156905701851,1
Iowa,Female,local_best3,stepwise,NCDs strongly linked to tobacco use,0.00914598922029752,0.0277869182986416,32.9147303130216,2
Iowa,Female,local_best3,stepwise,Atherosclerotic CVDs,0.00638423662959275,0.0277869182986416,22.9756915141787,3
Iowa,Female,local_best3,stepwise,Mental and substance use disorders,-0.00396791158184423,0.0277869182986416,-14.2797828071428,4
Iowa,Female,local_best3,stepwise,Road injury,0.00140631543071845,0.0277869182986416,5.06107016115999,5
Iowa,Female,western_europe,horiuchi,Atherosclerotic CVDs,0.0108362169360147,0.0531637171467649,20.3827300226204,1
Iowa,Female,western_europe,horiuchi,Other,0.0099319219511449,0.0531637171467649,18.6817673484467,2
Iowa,Female,western_europe,horiuchi,Mental and substance use disorders,0.00894679475397431,0.0531637171467649,16.8287607303221,3
Iowa,Female,western_europe,horiuchi,NCDs strongly linked to tobacco use,0.00875464686366245,0.0531637171467649,16.4673339892585,4
Iowa,Female,western_europe,horiuchi,Diabetes,0.00389283096017945,0.0531637171467649,7.32234533080675,5
Iowa,Female,western_europe,stepwise,Atherosclerotic CVDs,0.010835418129499,0.0531637171467649,20.381227481868,1
Iowa,Female,western_europe,stepwise,Other,0.00993248258589302,0.0531637171467649,18.6828218923692,2
Iowa,Female,western_europe,stepwise,Mental and substance use disorders,0.00894694732896556,0.0531637171467649,16.8290477211487,3
Iowa,Female,western_europe,stepwise,NCDs strongly linked to tobacco use,0.0087544280584711,0.0531637171467649,16.4669224206115,4
Iowa,Female,western_europe,stepwise,Diabetes,0.00389262857101164,0.0531637171467649,7.32196464040609,5
Iowa,Male,local_best3,horiuchi,Atherosclerotic CVDs,0.0153457336874012,0.0356731466544465,43.0176060330479,1
Iowa,Male,local_best3,horiuchi,Other,0.0142385057269114,0.0356731466544465,39.9137924804754,2
Iowa,Male,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.0107483088840046,0.0356731466544465,30.1299713987099,3
Iowa,Male,local_best3,horiuchi,Mental and substance use disorders,-0.00749790883926771,0.0356731466544465,-21.0183556609047,4
Iowa,Male,local_best3,horiuchi,Suicide,0.00200175611282061,0.0356731466544465,5.61138082998657,5
Iowa,Male,local_best3,stepwise,Atherosclerotic CVDs,0.0153454392833951,0.0356731466544465,43.0167807511938,1
Iowa,Male,local_best3,stepwise,Other,0.0142390591350199,0.0356731466544465,39.915343810146,2
Iowa,Male,local_best3,stepwise,NCDs strongly linked to tobacco use,0.0107481641443833,0.0356731466544465,30.1295656604029,3
Iowa,Male,local_best3,stepwise,Mental and substance use disorders,-0.00749840252932671,0.0356731466544465,-21.0197395872059,4
Iowa,Male,local_best3,stepwise,Suicide,0.00200200981275056,0.0356731466544465,5.61209200899303,5
Iowa,Male,western_europe,horiuchi,Atherosclerotic CVDs,0.0195522098493119,0.0647222956867738,30.2093886532327,1
Iowa,Male,western_europe,horiuchi,Mental and substance use disorders,0.0149086669431111,0.0647222956867738,23.0348240662881,2
Iowa,Male,western_europe,horiuchi,Suicide,0.00713947693652195,0.0647222956867738,11.0309389689663,3
Iowa,Male,western_europe,horiuchi,Road injury,0.00593375637604376,0.0647222956867738,9.16802519607837,4
Iowa,Male,western_europe,horiuchi,Diabetes,0.00539896284975661,0.0647222956867738,8.34173570709715,5
Iowa,Male,western_europe,stepwise,Atherosclerotic CVDs,0.0195508223104923,0.0647222956867738,30.2072448188632,1
Iowa,Male,western_europe,stepwise,Mental and substance use disorders,0.0149080427580148,0.0647222956867738,23.0338596612253,2
Iowa,Male,western_europe,stepwise,Suicide,0.00713992985572587,0.0647222956867738,11.0316387575,3
Iowa,Male,western_europe,stepwise,Road injury,0.00593428492035025,0.0647222956867738,9.16884183013141,4
Iowa,Male,western_europe,stepwise,Diabetes,0.00539900689086453,0.0647222956867738,8.34180375336692,5
Kansas,Female,local_best3,horiuchi,Other,0.018437308408306,0.0477275341776915,38.6303393333987,1
Kansas,Female,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.0118287472511102,0.0477275341776915,24.7839060930139,2
Kansas,Female,local_best3,horiuchi,Atherosclerotic CVDs,0.00620857589193768,0.0477275341776915,13.0083734659807,3
Kansas,Female,local_best3,horiuchi,Diabetes,0.00232618199017243,0.0477275341776915,4.87387842311727,4
Kansas,Female,local_best3,horiuchi,Road injury,0.00201198213920739,0.0477275341776915,4.21555853213934,5
Kansas,Female,local_best3,stepwise,Other,0.0184378496640716,0.0477275341776915,38.6314733868855,1
Kansas,Female,local_best3,stepwise,NCDs strongly linked to tobacco use,0.0118282026899019,0.0477275341776915,24.7827651138755,2
Kansas,Female,local_best3,stepwise,Atherosclerotic CVDs,0.00620825775114553,0.0477275341776915,13.0077068889248,3
Kansas,Female,local_best3,stepwise,Diabetes,0.00232607733116097,0.0477275341776915,4.8736591387707,4
Kansas,Female,local_best3,stepwise,Road injury,0.00201215585427217,0.0477275341776915,4.21592250456693,5
Kansas,Female,western_europe,horiuchi,Other,0.0148668856370352,0.0731043330258149,20.3365313951847,1
Kansas,Female,western_europe,horiuchi,Mental and substance use disorders,0.0135701069408036,0.0731043330258149,18.5626574775146,2
Kansas,Female,western_europe,horiuchi,NCDs strongly linked to tobacco use,0.0114833051552836,0.0731043330258149,15.708104677227,3
Kansas,Female,western_europe,horiuchi,Atherosclerotic CVDs,0.0106069395199194,0.0731043330258149,14.5093171374313,4
Kansas,Female,western_europe,horiuchi,Diabetes,0.00584432093678577,0.0731043330258149,7.99449320565172,5
Kansas,Female,western_europe,stepwise,Other,0.0148678573852034,0.0731043330258149,20.3378606572516,1
Kansas,Female,western_europe,stepwise,Mental and substance use disorders,0.0135702103853209,0.0731043330258149,18.5627989800945,2
Kansas,Female,western_europe,stepwise,NCDs strongly linked to tobacco use,0.011482816722575,0.0731043330258149,15.7074365462306,3
Kansas,Female,western_europe,stepwise,Atherosclerotic CVDs,0.0106055573134781,0.0731043330258149,14.5074264062201,4
Kansas,Female,western_europe,stepwise,Diabetes,0.00584375053440639,0.0731043330258149,7.99371294768919,5
Kansas,Male,local_best3,horiuchi,Other,0.0181636157257971,0.0539251751492217,33.6829981090181,1
Kansas,Male,local_best3,horiuchi,Atherosclerotic CVDs,0.0131466321125294,0.0539251751492217,24.3793962210602,2
Kansas,Male,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.0120698125820288,0.0539251751492217,22.3825190157087,3
Kansas,Male,local_best3,horiuchi,Road injury,0.00361159299894487,0.0539251751492217,6.69741542600626,4
Kansas,Male,local_best3,horiuchi,Mental and substance use disorders,-0.00269507884984643,0.0539251751492217,-4.99781195404301,5
Kansas,Male,local_best3,stepwise,Other,0.0181640898286604,0.0539251751492217,33.6838772955243,1
Kansas,Male,local_best3,stepwise,Atherosclerotic CVDs,0.0131456190472697,0.0539251751492217,24.3775175711404,2
Kansas,Male,local_best3,stepwise,NCDs strongly linked to tobacco use,0.012069248175093,0.0539251751492217,22.3814723673962,3
Kansas,Male,local_best3,stepwise,Road injury,0.00361202465684396,0.0539251751492217,6.69821590166146,4
Kansas,Male,local_best3,stepwise,Mental and substance use disorders,-0.00269506389950713,0.0539251751492217,-4.99778422981354,5
Kansas,Male,western_europe,horiuchi,Mental and substance use disorders,0.0195282168983123,0.0829743241815489,23.5352527314164,1
Kansas,Male,western_europe,horiuchi,Atherosclerotic CVDs,0.017266089065765,0.0829743241815489,20.8089541386159,2
Kansas,Male,western_europe,horiuchi,Other,0.00880641867207099,0.0829743241815489,10.6134262121888,3
Kansas,Male,western_europe,horiuchi,Road injury,0.00768025582558951,0.0829743241815489,9.2561836463832,4
Kansas,Male,western_europe,horiuchi,Suicide,0.00760472119278233,0.0829743241815489,9.16514990365344,5
Kansas,Male,western_europe,stepwise,Mental and substance use disorders,0.0195265257142038,0.0829743241815489,23.5332145296893,1
Kansas,Male,western_europe,stepwise,Atherosclerotic CVDs,0.0172637031432141,0.0829743241815489,20.8060786436066,2
Kansas,Male,western_europe,stepwise,Other,0.00880759804422809,0.0829743241815489,10.6148475821954,3
Kansas,Male,western_europe,stepwise,Road injury,0.00768088742791767,0.0829743241815489,9.25694484851939,4
Kansas,Male,western_europe,stepwise,Suicide,0.00760558815211382,0.0829743241815489,9.16619475619071,5
Kentucky,Female,local_best3,horiuchi,Other,0.0242626403016445,0.100228604720514,24.2073012682363,1
Kentucky,Female,local_best3,horiuchi,NCDs strongly linked to tobacco use,0.0240386824141559,0.100228604720514,23.9838541913133,2
Kentucky,Female,local_best3,horiuchi,Mental and substance use disorders,0.0188126939867126,0.100228604720514,18.7697853713234,3
Kentucky,Female,local_best3,horiuchi,Atherosclerotic CVDs,0.0141657047134379,0.100228604720514,14.1333951050589,4
Kentucky,Female,local_best3,horiuchi,Diabetes,0.00493346907389514,0.100228604720514,4.92221665426955,5
Kentucky,Female,local_best3,stepwise,Other,0.0242662719009635,0.100228604720514,24.2109245844833,1
Kentucky,Female,local_best3,stepwise,NCDs strongly linked to tobacco use,0.0240348082754321,0.100228604720514,23.9799888888535,2
Kentucky,Female,local_best3,stepwise,Mental and substance use disorders,0.0188163639158631,0.100228604720514,18.773446929978,3
Kentucky,Female,local_best3,stepwise,Atherosclerotic CVDs,0.014161924065791,0.100228604720514,14.1296230804383,4
Kentucky,Female,local_best3,stepwise,Diabetes,0.0049324781307809,0.100228604720514,4.92122797133119,5
Kentucky,Female,western_europe,horiuchi,Mental and substance use disorders,0.0315026557438984,0.125605403568637,25.0806532592236,1
Kentucky,Female,western_europe,horiuchi,NCDs strongly linked to tobacco use,0.0238926664342019,0.125605403568637,19.0220052285773,2
Kentucky,Female,western_europe,horiuchi,Other,0.0209038835824779,0.125605403568637,16.6425034182983,3
Kentucky,Female,western_europe,horiuchi,Atherosclerotic CVDs,0.018545998293089,0.125605403568637,14.765286975058,4
Kentucky,Female,western_europe,horiuchi,Diabetes,0.00837976115605943,0.125605403568637,6.67149733847262,5
Kentucky,Female,western_europe,stepwise,Mental and substance use disorders,0.0315063664794175,0.125605403568637,25.0836075393848,1
Kentucky,Female,western_europe,stepwise,NCDs strongly linked to tobacco use,0.0238894232349887,0.125605403568637,19.0194231746839,2
Kentucky,Female,western_europe,stepwise,Other,0.0209098601866656,0.125605403568637,16.6472616564138,3
Kentucky,Female,western_europe,stepwise,Atherosclerotic CVDs,0.0185382626932981,0.125605403568637,14.7591283229848,4
