state,year,sex,l0,l70,ppd,ppd_pct
Alaska,1995,Female,1e+05,79674.1851470643,0.203258148529357,20.3258148529357
Alaska,1996,Male,1e+05,68209.5998100856,0.317904001899144,31.7904001899144
Alaska,1996,Female,1e+05,79982.7195920311,0.200172804079689,20.0172804079689
Alaska,1997,Male,1e+05,69242.0633905224,0.307579366094776,30.7579366094776
Alaska,1997,Female,1e+05,80484.3875292406,0.195156124707594,19.5156124707594
Alaska,1998,Male,1e+05,70071.4442085636,0.299285557914364,29.9285557914364
Alaska,1998,Female,1e+05,80496.8569936439,0.195031430063561,19.5031430063561
Alaska,1999,Male,1e+05,70635.411683638,0.293645883163621,29.3645883163621
Alaska,1999,Female,1e+05,80134.0308611655,0.198659691388346,19.8659691388346
Alaska,2000,Male,1e+05,70914.1195188917,0.290858804811083,29.0858804811083
Alaska,2000,Female,1e+05,80061.6441005131,0.199383558994869,19.9383558994869
Alaska,2001,Male,1e+05,71143.4237411585,0.288565762588416,28.8565762588416
Alaska,2001,Female,1e+05,80450.9517550035,0.195490482449965,19.5490482449965
Alaska,2002,Male,1e+05,71273.4463138413,0.287265536861587,28.7265536861587
Alaska,2002,Female,1e+05,80874.883318584,0.19125116681416,19.125116681416
Alaska,2003,Male,1e+05,71769.7325613945,0.282302674386056,28.2302674386056
Alaska,2003,Female,1e+05,80952.7598619054,0.190472401380946,19.0472401380946
Alaska,2004,Male,1e+05,72993.4155059634,0.270065844940366,27.0065844940366
Alaska,2004,Female,1e+05,81350.8361271397,0.186491638728603,18.6491638728603
Alaska,2005,Male,1e+05,73167.403201562,0.26832596798438,26.832596798438
Alaska,2005,Female,1e+05,81459.1071644221,0.185408928355779,18.5408928355779
Alaska,2006,Male,1e+05,73545.08476362,0.2645491523638,26.45491523638
Alaska,2006,Female,1e+05,81341.0784853311,0.186589215146689,18.6589215146689
Alaska,2007,Male,1e+05,73636.9789164098,0.263630210835902,26.3630210835902
Alaska,2007,Female,1e+05,81517.9169119785,0.184820830880215,18.4820830880215
Alaska,2008,Male,1e+05,73604.5420613782,0.263954579386218,26.3954579386218
Alaska,2008,Female,1e+05,81565.6422212086,0.184343577787914,18.4343577787914
Alaska,2009,Male,1e+05,73507.440283986,0.26492559716014,26.492559716014
Alaska,2009,Female,1e+05,81836.7724559649,0.181632275440351,18.1632275440351
Alaska,2010,Male,1e+05,73585.8051032651,0.264141948967349,26.4141948967349
Alaska,2010,Female,1e+05,82190.17883227,0.1780982116773,17.80982116773
Alaska,2011,Male,1e+05,73435.7211190607,0.265642788809393,26.5642788809393
Alaska,2011,Female,1e+05,82304.0333624049,0.176959666375951,17.6959666375951
Alaska,2012,Male,1e+05,73548.2029009355,0.264517970990645,26.4517970990645
Alaska,2012,Female,1e+05,82234.9143503109,0.177650856496891,17.7650856496891
Alaska,2013,Male,1e+05,73451.0502475571,0.265489497524429,26.5489497524429
Alaska,2013,Female,1e+05,82155.3953095466,0.178446046904534,17.8446046904534
Alaska,2014,Male,1e+05,73666.9493492671,0.26333050650733,26.333050650733
Alaska,2014,Female,1e+05,81976.4904207525,0.180235095792475,18.0235095792475
Alaska,2015,Male,1e+05,73522.3185474098,0.264776814525902,26.4776814525902
Alaska,2015,Female,1e+05,81747.3294272156,0.182526705727844,18.2526705727844
Alaska,2016,Male,1e+05,73336.1004654702,0.266638995345298,26.6638995345298
Alaska,2016,Female,1e+05,81556.2635480302,0.184437364519699,18.4437364519699
Alaska,2017,Male,1e+05,73531.0128261154,0.264689871738847,26.4689871738847
Alaska,2017,Female,1e+05,81506.4152647547,0.184935847352453,18.4935847352453
Alaska,2018,Male,1e+05,73526.1677807345,0.264738322192655,26.4738322192655
Alaska,2018,Female,1e+05,81640.2498100472,0.183597501899528,18.3597501899528
Alaska,2019,Male,1e+05,73641.1766715485,0.263588233284515,26.3588233284515
Alaska,2019,Female,1e+05,81654.9173405956,0.183450826594044,18.3450826594044
Alaska,2020,Male,1e+05,70479.2129462245,0.295207870537755,29.5207870537755
Alaska,2020,Female,1e+05,79558.818777201,0.20441181222799,20.441181222799
Alaska,2021,Male,1e+05,64406.291997888,0.35593708002112,35.593708002112
Alaska,2021,Female,1e+05,76261.0036106245,0.237389963893755,23.7389963893755
Alaska,2022,Male,1e+05,66833.4465021038,0.331665534978962,33.1665534978962
Alaska,2022,Female,1e+05,77847.547069336,0.22152452930664,22.152452930664
Alaska,2023,Male,1e+05,67918.2008323224,0.320817991676777,32.0817991676777
Alaska,2023,Female,1e+05,78692.5993663247,0.213074006336753,21.3074006336753
Arizona,1990,Male,1e+05,66257.8144111338,0.337421855888662,33.7421855888662
Arizona,1990,Female,1e+05,80075.0881071395,0.199249118928605,19.9249118928605
Arizona,1991,Male,1e+05,66511.0184862697,0.334889815137303,33.4889815137303
Arizona,1991,Female,1e+05,80502.0294903641,0.194979705096359,19.4979705096359
Arizona,1992,Male,1e+05,66420.4105436934,0.335795894563066,33.5795894563066
Arizona,1992,Female,1e+05,80682.6024905404,0.193173975094596,19.3173975094596
Arizona,1993,Male,1e+05,65819.6768792173,0.341803231207827,34.1803231207827
Arizona,1993,Female,1e+05,80245.6297468731,0.197543702531269,19.7543702531269
Arizona,1994,Male,1e+05,66041.1735062065,0.339588264937935,33.9588264937935
Arizona,1994,Female,1e+05,80239.3106880056,0.197606893119944,19.7606893119944
Arizona,1995,Male,1e+05,66817.1493357517,0.331828506642484,33.1828506642484
Arizona,1995,Female,1e+05,80324.6836084671,0.196753163915329,19.6753163915329
Arizona,1996,Male,1e+05,67888.611738095,0.32111388261905,32.111388261905
Arizona,1996,Female,1e+05,80560.0311868685,0.194399688131315,19.4399688131315
Arizona,1997,Male,1e+05,68945.8965399267,0.310541034600733,31.0541034600733
Arizona,1997,Female,1e+05,80789.6261482055,0.192103738517945,19.2103738517945
Arizona,1998,Male,1e+05,69363.5302911227,0.306364697088773,30.6364697088773
Arizona,1998,Female,1e+05,81005.9290434164,0.189940709565836,18.9940709565836
Arizona,1999,Male,1e+05,69508.6039983547,0.304913960016453,30.4913960016453
Arizona,1999,Female,1e+05,81053.044762229,0.18946955237771,18.946955237771
Arizona,2000,Male,1e+05,70035.0270055352,0.299649729944648,29.9649729944648
Arizona,2000,Female,1e+05,81336.9853601108,0.186630146398892,18.6630146398892
Arizona,2001,Male,1e+05,70500.6822634613,0.294993177365387,29.4993177365387
Arizona,2001,Female,1e+05,81786.8948185767,0.182131051814233,18.2131051814233
Arizona,2002,Male,1e+05,70638.1128672385,0.293618871327615,29.3618871327615
Arizona,2002,Female,1e+05,81950.2883384778,0.180497116615222,18.0497116615222
Arizona,2003,Male,1e+05,70999.9083674222,0.290000916325778,29.0000916325778
Arizona,2003,Female,1e+05,81994.497721583,0.18005502278417,18.005502278417
Arizona,2004,Male,1e+05,71664.3984582636,0.283356015417364,28.3356015417364
Arizona,2004,Female,1e+05,82162.9052083455,0.178370947916545,17.8370947916545
Arizona,2005,Male,1e+05,71422.8583276037,0.285771416723963,28.5771416723963
Arizona,2005,Female,1e+05,82041.3592622504,0.179586407377496,17.9586407377496
Arizona,2006,Male,1e+05,71746.9293612728,0.282530706387272,28.2530706387272
Arizona,2006,Female,1e+05,82325.4818248001,0.176745181751999,17.6745181751999
Arizona,2007,Male,1e+05,72552.9635940876,0.274470364059125,27.4470364059125
Arizona,2007,Female,1e+05,83037.2697161061,0.169627302838939,16.9627302838939
Arizona,2008,Male,1e+05,73234.6893014876,0.267653106985124,26.7653106985124
Arizona,2008,Female,1e+05,83325.7997029703,0.166742002970297,16.6742002970297
Arizona,2009,Male,1e+05,73757.2263323052,0.262427736676948,26.2427736676948
Arizona,2009,Female,1e+05,83525.2322109201,0.164747677890799,16.4747677890799
Arizona,2010,Male,1e+05,74053.6948637703,0.259463051362297,25.9463051362297
Arizona,2010,Female,1e+05,83840.0250860781,0.161599749139219,16.1599749139219
Arizona,2011,Male,1e+05,73853.5993679603,0.261464006320397,26.1464006320397
Arizona,2011,Female,1e+05,83733.6452615092,0.162663547384909,16.2663547384909
Arizona,2012,Male,1e+05,73722.4651059962,0.262775348940039,26.2775348940039
Arizona,2012,Female,1e+05,83756.3784513674,0.162436215486326,16.2436215486326
Arizona,2013,Male,1e+05,73781.3061610212,0.262186938389788,26.2186938389789
Arizona,2013,Female,1e+05,83632.8691066524,0.163671308933476,16.3671308933476
Arizona,2014,Male,1e+05,73757.8191432167,0.262421808567833,26.2421808567833
Arizona,2014,Female,1e+05,83554.6675273006,0.164453324726994,16.4453324726994
Arizona,2015,Male,1e+05,73110.4276705278,0.268895723294722,26.8895723294722
Arizona,2015,Female,1e+05,83268.0486498256,0.167319513501744,16.7319513501744
Arizona,2016,Male,1e+05,72548.7013484867,0.274512986515133,27.4512986515133
Arizona,2016,Female,1e+05,83179.012455118,0.16820987544882,16.820987544882
Arizona,2017,Male,1e+05,72543.4791290507,0.274565208709493,27.4565208709493
Arizona,2017,Female,1e+05,83318.1309562171,0.166818690437829,16.6818690437829
Arizona,2018,Male,1e+05,72629.3539916146,0.273706460083854,27.3706460083854
Arizona,2018,Female,1e+05,83511.7351229264,0.164882648770736,16.4882648770736
Arizona,2019,Male,1e+05,72465.9542919005,0.275340457080995,27.5340457080995
Arizona,2019,Female,1e+05,83147.5604876613,0.168524395123387,16.8524395123387
Arizona,2020,Male,1e+05,66527.951649856,0.33472048350144,33.472048350144
Arizona,2020,Female,1e+05,79554.2227051615,0.204457772948385,20.4457772948385
Arizona,2021,Male,1e+05,63045.2746237246,0.369547253762754,36.9547253762754
Arizona,2021,Female,1e+05,76899.2714207504,0.231007285792496,23.1007285792496
Arizona,2022,Male,1e+05,67911.5558337745,0.320884441662255,32.0884441662255
Arizona,2022,Female,1e+05,80386.1634568897,0.196138365431103,19.6138365431103
Arizona,2023,Male,1e+05,70477.5467120843,0.295224532879157,29.5224532879157
Arizona,2023,Female,1e+05,82096.0323124059,0.179039676875941,17.9039676875941
Arkansas,1990,Male,1e+05,61165.1840935329,0.388348159064671,38.8348159064671
Arkansas,1990,Female,1e+05,77332.4188571132,0.226675811428868,22.6675811428868
Arkansas,1991,Male,1e+05,61451.32229159,0.3854867770841,38.54867770841
Arkansas,1991,Female,1e+05,77371.513267568,0.22628486732432,22.628486732432
Arkansas,1992,Male,1e+05,61590.6688873078,0.384093311126922,38.4093311126922
Arkansas,1992,Female,1e+05,77537.4778636961,0.224625221363039,22.4625221363039
Arkansas,1993,Male,1e+05,61068.1995093502,0.389318004906498,38.9318004906498
Arkansas,1993,Female,1e+05,77158.7588111554,0.228412411888446,22.8412411888446
Arkansas,1994,Male,1e+05,61478.6285785914,0.385213714214087,38.5213714214087
Arkansas,1994,Female,1e+05,77517.1247220145,0.224828752779855,22.4828752779855
Arkansas,1995,Male,1e+05,61870.2066442966,0.381297933557034,38.1297933557034
Arkansas,1995,Female,1e+05,77441.7205190788,0.225582794809212,22.5582794809212
Arkansas,1996,Male,1e+05,62501.7322760876,0.374982677239124,37.4982677239124
Arkansas,1996,Female,1e+05,77271.495187282,0.22728504812718,22.728504812718
Arkansas,1997,Male,1e+05,62888.2543381935,0.371117456618065,37.1117456618065
Arkansas,1997,Female,1e+05,77106.1430209146,0.228938569790854,22.8938569790854
Arkansas,1998,Male,1e+05,63571.3031631271,0.364286968368729,36.4286968368729
Arkansas,1998,Female,1e+05,77225.8324960543,0.227741675039457,22.7741675039457
Arkansas,1999,Male,1e+05,63975.0673845965,0.360249326154035,36.0249326154035
Arkansas,1999,Female,1e+05,77253.7177366547,0.227462822633453,22.7462822633453
Arkansas,2000,Male,1e+05,64412.2403946921,0.355877596053079,35.5877596053079
Arkansas,2000,Female,1e+05,77246.2092250203,0.227537907749797,22.7537907749797
Arkansas,2001,Male,1e+05,64575.4196492608,0.354245803507393,35.4245803507393
Arkansas,2001,Female,1e+05,77167.836748696,0.22832163251304,22.832163251304
Arkansas,2002,Male,1e+05,64648.94772506,0.3535105227494,35.35105227494
Arkansas,2002,Female,1e+05,76977.4251904228,0.230225748095772,23.0225748095772
Arkansas,2003,Male,1e+05,64959.0403635021,0.350409596364979,35.0409596364979
Arkansas,2003,Female,1e+05,77241.1718253973,0.227588281746027,22.7588281746027
Arkansas,2004,Male,1e+05,65560.7284972006,0.344392715027994,34.4392715027994
Arkansas,2004,Female,1e+05,77419.4664616637,0.225805335383363,22.5805335383363
Arkansas,2005,Male,1e+05,65344.7687936845,0.346552312063155,34.6552312063155
Arkansas,2005,Female,1e+05,77362.3926792401,0.226376073207599,22.6376073207599
Arkansas,2006,Male,1e+05,65668.8797237075,0.343311202762925,34.3311202762925
Arkansas,2006,Female,1e+05,77355.3054637022,0.226446945362978,22.6446945362978
Arkansas,2007,Male,1e+05,65875.8635087344,0.341241364912656,34.1241364912656
Arkansas,2007,Female,1e+05,77509.8104571524,0.224901895428476,22.4901895428476
Arkansas,2008,Male,1e+05,65425.536807356,0.34574463192644,34.574463192644
Arkansas,2008,Female,1e+05,77332.8155843266,0.226671844156734,22.6671844156734
Arkansas,2009,Male,1e+05,65681.1865317809,0.343188134682191,34.3188134682191
Arkansas,2009,Female,1e+05,77681.0415314147,0.223189584685853,22.3189584685853
Arkansas,2010,Male,1e+05,66090.5689641565,0.339094310358435,33.9094310358435
Arkansas,2010,Female,1e+05,77940.3434780064,0.220596565219936,22.0596565219936
Arkansas,2011,Male,1e+05,66006.0817436234,0.339939182563766,33.9939182563766
Arkansas,2011,Female,1e+05,77793.5986779362,0.222064013220638,22.2064013220638
Arkansas,2012,Male,1e+05,66133.3281098045,0.338666718901955,33.8666718901955
Arkansas,2012,Female,1e+05,77627.1048426828,0.223728951573172,22.3728951573172
Arkansas,2013,Male,1e+05,66180.7900659203,0.338192099340797,33.8192099340797
Arkansas,2013,Female,1e+05,77340.1260112966,0.226598739887034,22.6598739887034
Arkansas,2014,Male,1e+05,66112.417022922,0.33887582977078,33.887582977078
Arkansas,2014,Female,1e+05,77149.1699889868,0.228508300110132,22.8508300110132
Arkansas,2015,Male,1e+05,65603.8954327328,0.343961045672672,34.3961045672672
Arkansas,2015,Female,1e+05,76870.6635083933,0.231293364916067,23.1293364916067
Arkansas,2016,Male,1e+05,65466.3363297013,0.345336636702987,34.5336636702987
Arkansas,2016,Female,1e+05,76620.5552878235,0.233794447121765,23.3794447121765
Arkansas,2017,Male,1e+05,65655.2580448459,0.343447419551542,34.3447419551542
Arkansas,2017,Female,1e+05,76468.7324951714,0.235312675048286,23.5312675048286
Arkansas,2018,Male,1e+05,65912.335830008,0.34087664169992,34.087664169992
Arkansas,2018,Female,1e+05,76771.5102396547,0.232284897603454,23.2284897603454
Arkansas,2019,Male,1e+05,66037.20082075,0.339627991792501,33.9627991792501
Arkansas,2019,Female,1e+05,76973.0703968703,0.230269296031297,23.0269296031297
Arkansas,2020,Male,1e+05,61578.9903524745,0.384210096475255,38.4210096475255
Arkansas,2020,Female,1e+05,73756.6474815867,0.262433525184133,26.2433525184133
Arkansas,2021,Male,1e+05,57596.132698721,0.42403867301279,42.403867301279
Arkansas,2021,Female,1e+05,71030.7380757947,0.289692619242053,28.9692619242053
Arkansas,2022,Male,1e+05,61737.488418868,0.38262511581132,38.262511581132
Arkansas,2022,Female,1e+05,73609.5242092157,0.263904757907844,26.3904757907844
Arkansas,2023,Male,1e+05,63795.6051477126,0.362043948522874,36.2043948522874
Arkansas,2023,Female,1e+05,75446.4332231419,0.245535667768581,24.5535667768581
California,1990,Male,1e+05,66322.7063086843,0.336772936913157,33.6772936913157
California,1990,Female,1e+05,79530.6607044999,0.204693392955001,20.4693392955001
California,1991,Male,1e+05,66850.1596511047,0.331498403488953,33.1498403488953
California,1991,Female,1e+05,79826.7685166897,0.201732314833103,20.1732314833103
California,1992,Male,1e+05,67399.6484648954,0.326003515351046,32.6003515351046
California,1992,Female,1e+05,80179.3314668098,0.198206685331902,19.8206685331902
California,1993,Male,1e+05,67612.2805390195,0.323877194609805,32.3877194609805
California,1993,Female,1e+05,80173.2254827856,0.198267745172145,19.8267745172145
California,1994,Male,1e+05,68041.9779080848,0.319580220919152,31.9580220919152
California,1994,Female,1e+05,80425.4649624731,0.195745350375269,19.5745350375269
California,1995,Male,1e+05,68793.1376816589,0.312068623183411,31.2068623183411
California,1995,Female,1e+05,80862.1507684028,0.191378492315972,19.1378492315972
California,1996,Male,1e+05,70257.5650948013,0.297424349051988,29.7424349051988
California,1996,Female,1e+05,81139.4117690073,0.188605882309928,18.8605882309928
California,1997,Male,1e+05,71407.3791577557,0.285926208422443,28.5926208422443
California,1997,Female,1e+05,81388.8772785715,0.186111227214285,18.6111227214285
California,1998,Male,1e+05,71891.8425725711,0.281081574274289,28.1081574274289
California,1998,Female,1e+05,81687.9593430115,0.183120406569885,18.3120406569885
California,1999,Male,1e+05,72571.3796968054,0.274286203031946,27.4286203031946
California,1999,Female,1e+05,81735.0371502939,0.182649628497061,18.2649628497061
California,2000,Male,1e+05,73137.0455546926,0.268629544453074,26.8629544453074
California,2000,Female,1e+05,82101.2029970901,0.178987970029099,17.8987970029099
California,2001,Male,1e+05,73104.2685194844,0.268957314805156,26.8957314805156
California,2001,Female,1e+05,82138.0772894444,0.178619227105556,17.8619227105556
California,2002,Male,1e+05,73198.5079972507,0.268014920027493,26.8014920027493
California,2002,Female,1e+05,82478.8532377465,0.175211467622536,17.5211467622536
California,2003,Male,1e+05,73386.9994902897,0.266130005097104,26.6130005097104
California,2003,Female,1e+05,82681.8603218412,0.173181396781588,17.3181396781588
California,2004,Male,1e+05,74298.7514655222,0.257012485344778,25.7012485344778
California,2004,Female,1e+05,83247.4891456982,0.167525108543018,16.7525108543018
California,2005,Male,1e+05,74412.3745594845,0.255876254405155,25.5876254405155
California,2005,Female,1e+05,83459.0956045694,0.165409043954306,16.5409043954306
California,2006,Male,1e+05,74774.7916984358,0.252252083015642,25.2252083015642
California,2006,Female,1e+05,83842.0127045163,0.161579872954837,16.1579872954837
California,2007,Male,1e+05,75395.6134146516,0.246043865853484,24.6043865853484
California,2007,Female,1e+05,84409.5795647667,0.155904204352333,15.5904204352333
California,2008,Male,1e+05,75958.5933772853,0.240414066227147,24.0414066227147
California,2008,Female,1e+05,84646.4883986382,0.153535116013618,15.3535116013618
California,2009,Male,1e+05,76584.6711047783,0.234153288952217,23.4153288952217
California,2009,Female,1e+05,85043.7057934869,0.149562942065131,14.9562942065131
California,2010,Male,1e+05,77385.6262943933,0.226143737056067,22.6143737056067
California,2010,Female,1e+05,85478.3915271204,0.145216084728796,14.5216084728796
California,2011,Male,1e+05,77482.8598488923,0.225171401511077,22.5171401511077
California,2011,Female,1e+05,85588.3090299566,0.144116909700434,14.4116909700434
California,2012,Male,1e+05,77527.8409587608,0.224721590412392,22.4721590412392
California,2012,Female,1e+05,85779.413615357,0.14220586384643,14.220586384643
California,2013,Male,1e+05,77651.68871123,0.2234831128877,22.34831128877
California,2013,Female,1e+05,85957.9649831435,0.140420350168565,14.0420350168565
California,2014,Male,1e+05,77873.0445905263,0.221269554094738,22.1269554094738
California,2014,Female,1e+05,86016.924333246,0.139830756667541,13.9830756667541
California,2015,Male,1e+05,77529.5100605642,0.224704899394358,22.4704899394358
California,2015,Female,1e+05,85830.3488987457,0.141696511012544,14.1696511012544
California,2016,Male,1e+05,77423.9905590809,0.225760094409192,22.5760094409192
California,2016,Female,1e+05,85828.2464695806,0.141717535304194,14.1717535304194
California,2017,Male,1e+05,77484.7904637312,0.225152095362688,22.5152095362688
California,2017,Female,1e+05,85941.4655382032,0.140585344617968,14.0585344617968
California,2018,Male,1e+05,77694.4813521231,0.223055186478769,22.3055186478769
California,2018,Female,1e+05,86346.6327940425,0.136533672059575,13.6533672059575
California,2019,Male,1e+05,77705.3342714699,0.222946657285302,22.2946657285301
California,2019,Female,1e+05,86448.3449095397,0.135516550904603,13.5516550904603
California,2020,Male,1e+05,73039.1470635844,0.269608529364157,26.9608529364157
California,2020,Female,1e+05,84341.5245112585,0.156584754887415,15.6584754887415
California,2021,Male,1e+05,70696.6165374219,0.293033834625781,29.3033834625781
California,2021,Female,1e+05,83145.534329958,0.16854465670042,16.854465670042
California,2022,Male,1e+05,74412.718831426,0.255872811685741,25.5872811685741
California,2022,Female,1e+05,85009.3891441875,0.149906108558125,14.9906108558125
California,2023,Male,1e+05,76130.9274427441,0.238690725572559,23.8690725572559
California,2023,Female,1e+05,86064.7226501473,0.139352773498527,13.9352773498527
Colorado,1990,Male,1e+05,70046.1536442264,0.299538463557737,29.9538463557737
Colorado,1990,Female,1e+05,81474.9815440698,0.185250184559302,18.5250184559302
Colorado,1991,Male,1e+05,70214.3481275335,0.297856518724665,29.7856518724665
Colorado,1991,Female,1e+05,81438.4555395087,0.185615444604913,18.5615444604913
Colorado,1992,Male,1e+05,70605.9773288118,0.293940226711882,29.3940226711882
Colorado,1992,Female,1e+05,81677.335817417,0.18322664182583,18.322664182583
Colorado,1993,Male,1e+05,70462.947456,0.29537052544,29.537052544
Colorado,1993,Female,1e+05,81371.044211767,0.18628955788233,18.628955788233
Colorado,1994,Male,1e+05,70513.4149943816,0.294865850056184,29.4865850056184
Colorado,1994,Female,1e+05,81476.086079538,0.18523913920462,18.523913920462
Colorado,1995,Male,1e+05,71039.2836057775,0.289607163942225,28.9607163942225
Colorado,1995,Female,1e+05,81562.2630440803,0.184377369559197,18.4377369559197
Colorado,1996,Male,1e+05,71970.2587221024,0.280297412778976,28.0297412778976
