state,sex,year_start,year_end,ppd_start,ppd_end,aari
Massachusetts,Female,2019,2023,0.132992045064847,0.134617481067965,-0.00303238502771597
Michigan,Male,2019,2023,0.277154608310675,0.284757802593684,-0.00674303807184928
Michigan,Female,2019,2023,0.184101471679026,0.186272806929124,-0.00292701315848853
Minnesota,Male,2019,2023,0.211013598642726,0.223096262642284,-0.0138237544728509
Minnesota,Female,2019,2023,0.137490127735016,0.145161503281336,-0.0134819981850618
Mississippi,Male,2019,2023,0.379753976647563,0.390719348035948,-0.0070912151185446
Mississippi,Female,2019,2023,0.245272686979958,0.26178089155603,-0.0161524429245906
Missouri,Male,2019,2023,0.310338819112108,0.322786516052096,-0.00978345212569476
Missouri,Female,2019,2023,0.199419200070803,0.206107925688865,-0.00821378118462612
Montana,Male,2019,2023,0.259118018804551,0.264628233043354,-0.0052467668481988
Montana,Female,2019,2023,0.167547256915082,0.182110847637796,-0.0206219269213189
Nebraska,Male,2019,2023,0.240079310356491,0.250964778149545,-0.0110245974046571
Nebraska,Female,2019,2023,0.15829874757523,0.165339397697381,-0.0108201024484703
Nevada,Male,2019,2023,0.280697633244758,0.299111390708512,-0.015759005807361
Nevada,Female,2019,2023,0.18119023076621,0.183605786423849,-0.00330540410842717
New Hampshire,Male,2019,2023,0.230798718344649,0.243298969977445,-0.0130997008447539
New Hampshire,Female,2019,2023,0.139456347364726,0.152346886944815,-0.0218596483198531
New Jersey,Male,2019,2023,0.228628933576808,0.218710624646207,0.0111493974986703
New Jersey,Female,2019,2023,0.141533259384041,0.135693042508962,0.0105905479543096
New Mexico,Male,2019,2023,0.311405566393344,0.360748370033672,-0.0361032888172282
New Mexico,Female,2019,2023,0.193873564455726,0.212224052736832,-0.0223554179511158
New York,Male,2019,2023,0.2214481091519,0.230046741378726,-0.00947834952400683
New York,Female,2019,2023,0.13746615272938,0.139850377454542,-0.00428962162838698
North Carolina,Male,2019,2023,0.291556687670709,0.316235351460362,-0.0201081454773563
North Carolina,Female,2019,2023,0.185545482923585,0.202540851963993,-0.0216721012408916
North Dakota,Male,2019,2023,0.249160935094849,0.265532559662506,-0.0157837243609419
North Dakota,Female,2019,2023,0.15741830748526,0.171861461567448,-0.0217064629002248
Ohio,Male,2019,2023,0.30177764846184,0.310461184230179,-0.00706701045605229
Ohio,Female,2019,2023,0.200301842798182,0.201613805452331,-0.00163081139428201
Oklahoma,Male,2019,2023,0.336025176450146,0.356175193095022,-0.0144536874615299
Oklahoma,Female,2019,2023,0.228547757129119,0.24432823710938,-0.0165533041250817
Oregon,Male,2019,2023,0.242706645380912,0.279396695163327,-0.0345826472586961
Oregon,Female,2019,2023,0.154975439135084,0.170897121805887,-0.0241523249101271
Pennsylvania,Male,2019,2023,0.26636634249903,0.272611575908322,-0.00577709664280279
Pennsylvania,Female,2019,2023,0.169528114362102,0.174052457981033,-0.00656285898107312
Rhode Island,Male,2019,2023,0.235885525567556,0.240101661120945,-0.00441915553607875
Rhode Island,Female,2019,2023,0.142689508018154,0.151585572877546,-0.0150060958246758
South Carolina,Male,2019,2023,0.325149418345895,0.341329483354953,-0.0120674502514249
South Carolina,Female,2019,2023,0.20413775835249,0.213352996480497,-0.0109775526644414
South Dakota,Male,2019,2023,0.253751283428912,0.256363691863319,-0.00255735424153059
South Dakota,Female,2019,2023,0.166686066854264,0.18748519907512,-0.0289690384819339
Tennessee,Male,2019,2023,0.34125882053482,0.360973105038766,-0.0139424560697536
Tennessee,Female,2019,2023,0.223657989048206,0.236686280468473,-0.0140546734622685
Texas,Male,2019,2023,0.267462058282575,0.27780658562632,-0.00944199634104881
Texas,Female,2019,2023,0.170765155382256,0.178320198759344,-0.0107645311326751
Utah,Male,2019,2023,0.215234677628673,0.223574729708544,-0.00945916856992068
Utah,Female,2019,2023,0.14660803351489,0.146917054739723,-0.000526258285427961
Vermont,Male,2019,2023,0.232878474649224,0.261068540810076,-0.0281623915357061
Vermont,Female,2019,2023,0.145544818083868,0.156146025761993,-0.0174233187261258
Virginia,Male,2019,2023,0.253295883952381,0.266897425567473,-0.0129913995668437
Virginia,Female,2019,2023,0.165551315160039,0.174730580732716,-0.0134004143886731
Washington,Male,2019,2023,0.227816007071429,0.258231191778827,-0.0308435643285092
Washington,Female,2019,2023,0.148420351616224,0.16107220476445,-0.0202433651192478
West Virginia,Male,2019,2023,0.366595133202339,0.387555505623687,-0.0138040922942396
West Virginia,Female,2019,2023,0.246649639041519,0.271429468053639,-0.02364923210827
Wisconsin,Male,2019,2023,0.238907899524893,0.251208726926482,-0.0124730720105328
Wisconsin,Female,2019,2023,0.156063160147992,0.162692777753704,-0.0103468059898106
Wyoming,Male,2019,2023,0.265814297994658,0.279948137005386,-0.0128680948482539
Wyoming,Female,2019,2023,0.181418923302015,0.192211624168779,-0.014343173374315
